,reward1,reward2,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
172,147.222222,105.201128,0.000171,18.946,0.4026981599999999,2.35496,1,128,128,128,4,16,4,3.9,70.34128666666675
173,168.959732,74.76026,0.000149,37.307,0.7974047899999999,5.35171,3,128,32,128,4,2,8,2.4,70.34128666666675
174,195.155039,100.889212,0.000129,22.948,0.4378556699999999,3.39423,2,4,4,64,4,2,2,2.4,70.34128666666675
175,148.964497,106.607505,0.000169,17.482,0.392143375,2.3203750000000003,1,512,32,128,4,1,4,2.6,70.34128666666675
176,148.964497,107.186839,0.000169,17.994,0.3879158399999999,2.29536,1,128,512,128,8,2,2,2.2,70.34128666666675
177,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,64,4,16,8,3.2,70.34128666666675
178,147.222222,118.016084,0.000171,13.738,0.3199912056,1.8712936,1,128,32,128,4,2,2,3.7,70.34128666666675
179,147.222222,117.011621,0.000171,13.862,0.325508589,1.903559,1,128,32,128,2,2,4,3.0,70.34128666666675
180,195.155039,99.468236,0.000129,24.321,0.4504552032,3.4919008,2,16,64,64,4,2,8,3.2,70.34128666666675
181,195.155039,93.913684,0.000129,32.036,0.505315575,3.917175,2,16,32,64,2,16,8,3.9,70.34128666666675
182,147.222222,116.050266,0.000171,14.735,0.3309239196,1.9352276,1,128,32,128,4,2,8,3.7,70.34128666666675
183,195.155039,100.965853,0.000129,22.948,0.437191191,3.389079,2,4,4,64,4,2,2,2.5,70.34128666666675
184,168.959732,75.598665,0.000149,35.375,0.779816085,5.233665,3,128,32,128,2,1,1,3.3,70.34128666666675
185,195.155039,93.756982,0.000129,36.018,0.50700612,3.93028,2,128,32,256,16,2,4,3.9,70.34128666666675
186,195.155039,96.277997,0.000129,26.553,0.4808020919999999,3.727148,2,256,4,64,4,2,8,3.2,70.34128666666675
187,147.222222,106.829153,0.000171,18.319,0.39051783,2.2837300000000003,1,128,4,128,4,16,4,3.9,70.34128666666675
188,147.222222,108.480254,0.000171,16.871,0.378720711,2.214741,1,512,32,128,4,2,4,3.9,70.34128666666675
189,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,64,16,2,8,3.6,70.34128666666675
